Date,Open,High,Low,Close,Adj Close,Volume
11/15/2021,119.540001,120.160004,118.309998,118.870003,114.603546,5046300
11/16/2021,118.919998,119.900002,118.419998,118.459999,114.20826,4750800
11/17/2021,118.379997,119.330002,117.779999,118.059998,113.822617,4043300
11/18/2021,118.360001,118.360001,116.309998,116.660004,112.47287,5046900
11/19/2021,116.489998,116.559998,115.269997,116.050003,111.884758,5380200
11/22/2021,116,118.809998,115.190002,116.470001,112.289688,6416200
11/23/2021,116.790001,117.940002,116.040001,116.790001,112.598198,4912800
11/24/2021,116.160004,117.269997,116.080002,116.730003,112.540359,3220800
11/26/2021,115,116.339996,114.559998,115.809998,111.653374,3322000
11/29/2021,118.620003,119.610001,117.529999,118.5,114.246819,8949800
11/30/2021,117.5,119.239998,116.449997,117.099998,112.897064,9252700
12/1/2021,118.25,118.93,116.849998,116.919998,112.723534,5958300
12/2/2021,117.370003,117.980003,116.559998,116.900002,112.704254,5267100
12/3/2021,117.360001,119.360001,117.360001,118.839996,114.574623,6630100
12/6/2021,119.400002,121.150002,119.400002,119.910004,115.606224,4785600
12/7/2021,120.480003,122.080002,120.07,121.580002,117.216278,5194000
12/8/2021,122,123.379997,121.519997,123.019997,118.604591,5483900
12/9/2021,122.150002,123.949997,121.790001,123.57,119.13485,4601100
12/10/2021,124.300003,125.330002,123.360001,124.089996,119.636185,4966900
12/13/2021,123.760002,124.360001,120.790001,122.580002,118.180389,6847500
12/14/2021,122.349998,125.029999,122.300003,123.760002,119.318039,5716100
12/15/2021,123.800003,124.82,122.18,123.110001,118.691368,4990000
12/16/2021,123.510002,126.639999,123.480003,125.93,121.410149,7280500
12/17/2021,125.870003,128.639999,125.209999,127.400002,122.827385,10379000
12/20/2021,125.720001,127.199997,124.699997,127.059998,122.49958,4941400
12/21/2021,127.660004,129.339996,127.660004,128.970001,124.341034,4856000
12/22/2021,129.059998,129.789993,127.599998,129.75,125.09304,3923200
12/23/2021,130,130.960007,129.520004,130.630005,125.94146,3649000
12/27/2021,130.630005,131.649994,129.949997,131.619995,126.89592,4293900
12/28/2021,131.600006,133.220001,131.589996,132.630005,127.869675,3445200
12/29/2021,132.399994,134.210007,132.300003,133.350006,128.563828,4239900
12/30/2021,133.75,134.369995,133.330002,133.910004,129.103745,3158100
12/31/2021,134,134.990005,133.610001,133.660004,128.862717,3362100
1/3/2022,134.070007,136.289993,133.630005,136.039993,131.157272,4605900
1/4/2022,136.100006,139.949997,135.899994,138.020004,133.066223,7300000
1/5/2022,138.309998,142.199997,137.880005,138.220001,133.259048,8956900
1/6/2022,138.199997,138.410004,132.509995,135.339996,130.482407,9908100
1/7/2022,134.899994,135.660004,133.509995,134.830002,129.990723,5238100
1/10/2022,134.470001,136.199997,133.380005,135.029999,130.183548,5432800
1/11/2022,130.520004,133.25,127.970001,132.869995,128.101059,11105300
1/12/2022,133.25,134.470001,131.369995,133.589996,128.795212,5352000
1/13/2022,133.899994,136.050003,133.559998,134.759995,129.923218,4868300
1/14/2022,134.550003,135.139999,133.300003,134.210007,129.392975,5310300
1/18/2022,132.949997,133.889999,131.779999,132.940002,128.168533,5246700
1/19/2022,132.899994,133.899994,131.5,131.580002,126.857361,4103700
1/20/2022,131.259995,132.880005,130.570007,130.820007,126.124649,5278200
1/21/2022,131.649994,131.869995,129.270004,129.350006,124.707405,5907000
1/24/2022,127.989998,129.149994,124.190002,128.820007,124.196426,13484000
1/25/2022,129.139999,137.339996,128.300003,136.100006,131.215118,19715700
1/26/2022,136.470001,137.070007,133.130005,134.259995,129.441177,8336000
1/27/2022,133.660004,134.75,132.080002,132.520004,127.763634,5497300
1/28/2022,133.190002,134.529999,131.789993,134.5,129.672562,5471500
1/31/2022,134.089996,134.089996,132.300003,133.570007,128.775955,5859000
2/1/2022,133.759995,135.960007,132.5,135.529999,130.665588,6206400
2/2/2022,135.699997,137.559998,135.259995,137.25,132.323853,5357200
2/3/2022,137,138.759995,135.830002,137.779999,132.834839,6100800
2/4/2022,137.860001,138.820007,136.220001,137.149994,132.227432,4142000
2/7/2022,137.449997,137.820007,136.270004,137.240005,132.314224,3759000
2/8/2022,137.229996,137.520004,135.779999,137.020004,132.102112,4181800
2/9/2022,137.839996,138.350006,136.830002,137.789993,132.844467,5393500
2/10/2022,135.470001,136.559998,133.169998,133.520004,130.27832,5978600
2/11/2022,133.899994,134.710007,132.380005,132.690002,129.468475,4176200
2/14/2022,132.589996,132.649994,129.070007,130.149994,126.990128,5345300
2/15/2022,130.639999,131.679993,129.610001,129.940002,126.785248,4394000
2/16/2022,129.449997,130.440002,128.259995,129.179993,126.043686,4875600
2/17/2022,128.050003,128.5,124.849998,124.970001,121.935913,6797000
2/18/2022,124.940002,125.440002,123.610001,124.349998,121.330956,4609200
2/22/2022,124.199997,125,122.68,123.919998,120.9114,5349700
2/23/2022,124.379997,124.699997,121.870003,122.07,119.106316,4086400
2/24/2022,120,122.099998,118.809998,121.970001,119.008743,6563200
2/25/2022,122.050003,124.260002,121.449997,124.18,121.165085,4460900
2/28/2022,122.209999,123.389999,121.040001,122.510002,119.535629,6757300
3/1/2022,122.669998,123.389999,120.699997,121.349998,118.403793,4873300
3/2/2022,122.589996,124.639999,121.800003,123.860001,120.852859,4891400
3/3/2022,124.959999,126.669998,124.239998,125.93,122.872597,5206600
3/4/2022,124.400002,127.349998,124.209999,126.620003,123.545853,4402400
3/7/2022,126.470001,127.910004,125.620003,126.07,123.009201,5047400
3/8/2022,126.620003,128.350006,124.82,125.68,122.62867,4887600
3/9/2022,127.410004,128.100006,125.910004,126.220001,123.155556,4403500
3/10/2022,125.75,126.029999,123.129997,124.349998,121.330956,5326800
3/11/2022,125,126.769997,123.910004,123.959999,120.950424,4119600
3/14/2022,124.449997,125.160004,122.690002,123.940002,120.930916,3289200
3/15/2022,124,125.940002,123.220001,125.639999,122.589638,4021200
3/16/2022,126.5,127.279999,124.709999,127.040001,123.95565,4292800
3/17/2022,127.099998,128.289993,126.529999,127.959999,124.85331,3671900
3/18/2022,127.379997,128.929993,126.370003,128.759995,125.633888,7466000
3/21/2022,129,129.740005,127.400002,128.100006,124.989922,3384600
3/22/2022,128.5,129.300003,127.849998,129.059998,125.926598,2690200
3/23/2022,129.080002,129.320007,128.25,128.300003,125.185059,2924500
3/24/2022,128.330002,129.369995,127.800003,129.25,126.111992,2971100
3/25/2022,129.5,131.399994,129.309998,131.350006,128.161011,3530200
3/28/2022,130.820007,131.5,129.600006,131.470001,128.278091,2483500
3/29/2022,132.039993,132.839996,130.429993,131.940002,128.736694,5791000
3/30/2022,132.009995,133.080002,131.389999,132.130005,128.922073,2622900
3/31/2022,130.720001,131.880005,130,130.020004,126.863297,4274000
4/1/2022,129.660004,130.270004,128.059998,130.149994,126.990128,4012400
4/4/2022,130.259995,130.449997,128.929993,130.270004,127.107224,2809800
4/5/2022,129.850006,131.229996,128.660004,128.889999,125.760735,3107200
4/6/2022,127.779999,129.509995,127.25,129.389999,126.248596,3958100
4/7/2022,128.869995,129.25,126.730003,128.550003,125.428993,3538300
4/8/2022,128.009995,128.779999,127.269997,127.730003,124.628899,3143300
4/11/2022,127.949997,128.179993,126.18,126.370003,123.301918,3202500
4/12/2022,126.419998,127.339996,125.580002,125.980003,122.921387,2691000
4/13/2022,125.639999,126.669998,124.910004,126.139999,123.077492,3064900
4/14/2022,128.929993,130.580002,126.379997,126.559998,123.487297,6384200
4/18/2022,126.599998,127.389999,125.529999,126.169998,123.106766,4884200
4/19/2022,126.080002,129.399994,126,129.149994,126.01442,7971400
4/20/2022,135,139.559998,133.380005,138.320007,134.961792,17859200
4/21/2022,138.229996,141.880005,137.350006,139.850006,136.454651,9922300
4/22/2022,139.699997,140.440002,137.350006,138.25,134.893478,6508600
4/25/2022,137.589996,139.649994,135.190002,139.100006,135.722855,5748300
4/26/2022,139,139.869995,136.169998,136.190002,132.883499,4956200
4/27/2022,135.779999,137.119995,134.630005,135.059998,131.780945,4369100
4/28/2022,136.850006,136.990005,134.809998,135.740005,132.444427,4474300
4/29/2022,135.130005,135.550003,132,132.210007,129.000137,5078700
5/2/2022,133,133.770004,130.889999,133.039993,129.809967,4213500
5/3/2022,133,133.600006,131.990005,132.520004,129.302612,3688600
5/4/2022,132.869995,137.869995,132.139999,137.399994,134.064117,5932600
5/5/2022,136.460007,137.259995,134.759995,135.919998,132.620056,5957400
5/6/2022,135.470001,137.990005,135.470001,137.669998,134.32756,7306400
5/9/2022,134.410004,136.350006,133.320007,134.440002,132.767227,7647900
5/10/2022,135,135.410004,128.429993,129.130005,127.5233,8642400
5/11/2022,129.860001,132.960007,129.860001,130.75,129.123138,5301100
5/12/2022,131.270004,133.619995,130.410004,132.899994,131.246384,5384800
5/13/2022,133,133.800003,131.050003,133.600006,131.937683,4195100
5/16/2022,133.100006,136.509995,132.410004,135.029999,133.349884,4250400
5/17/2022,137.190002,138.369995,135.639999,138.369995,136.648315,4372900
5/18/2022,137.100006,137.619995,132.169998,132.940002,131.285889,6003000
5/19/2022,132,132.320007,128.710007,129.660004,128.046707,5819700
5/20/2022,130.179993,130.369995,125.800003,128.479996,126.881378,6914500
5/23/2022,129.5,131.949997,129.419998,131.169998,129.537918,3591500
5/24/2022,130.570007,134.369995,130.419998,133.800003,132.135193,4189700
5/25/2022,132.860001,134.820007,132.860001,134.389999,132.71785,3299300
5/26/2022,135,137.550003,134.520004,136.889999,135.186737,3929300
5/27/2022,137.389999,139.740005,137.240005,139.270004,137.53714,4608000
5/31/2022,138.199997,139.830002,136.809998,138.839996,137.112473,7978100
6/1/2022,139.669998,140.470001,138.520004,139.429993,137.695129,3796500
6/2/2022,139.449997,140.289993,136.850006,140.149994,138.406174,3734800
6/3/2022,140.259995,142.580002,139.740005,141.179993,139.423355,4352200
6/6/2022,142.979996,144.729996,142,142.880005,141.102219,4766900
6/7/2022,142.600006,142.979996,140.960007,142.779999,141.003448,2887100
6/8/2022,142.070007,142.800003,140.149994,140.830002,139.077713,3005700
6/9/2022,140.149994,141.039993,137.929993,137.960007,136.243439,3591000
6/10/2022,137.800003,137.800003,135.25,136.190002,134.495453,4659500
6/13/2022,133.970001,137.570007,133.759995,135.110001,133.428894,6486000
6/14/2022,135,136.949997,134.860001,135.720001,134.031296,4607800
6/15/2022,136.009995,138.449997,135.580002,137.059998,135.35463,4606900
6/16/2022,135.300003,136.240005,134.389999,135.669998,133.981918,5386400
6/17/2022,135.990005,136.979996,132.850006,135.020004,133.340012,12968500
6/21/2022,135.899994,138.5,135.899994,137.850006,136.134796,4089300
6/22/2022,136.100006,138.179993,136.029999,137.080002,135.374374,3791500
6/23/2022,137.139999,138.619995,136.5,138.440002,136.717453,4547900
6/24/2022,139.199997,142.369995,139.130005,142.059998,140.292419,11493000
6/27/2022,142.259995,143.830002,141.949997,142.800003,141.023209,3936000
6/28/2022,142.919998,144.160004,141.320007,141.860001,140.09491,4064800
6/29/2022,142.740005,143.520004,139.5,140.710007,138.959213,4161500
6/30/2022,139.580002,142.460007,139.279999,141.190002,139.433243,4878000
7/1/2022,141,141.669998,139.259995,141.119995,139.364105,4011900
7/5/2022,139.970001,139.970001,135.270004,137.619995,135.907654,6273400
7/6/2022,138,139.139999,137.130005,138.080002,136.361938,3237000
7/7/2022,138.910004,141.320007,138.830002,140.830002,139.077713,3897100
7/8/2022,140.759995,141.320007,139.820007,140.470001,138.722198,2820800
7/11/2022,140.619995,141.869995,140.130005,141,139.245605,3904700
7/12/2022,140.839996,141.550003,138.570007,139.179993,137.448242,3235400
7/13/2022,137.179993,138.899994,136.800003,137.179993,135.473129,4123200
7/14/2022,135.600006,139.429993,135.020004,139.059998,137.329742,5298400
7/15/2022,140.679993,140.679993,138.610001,139.919998,138.179047,4519300
7/18/2022,140.149994,140.309998,137.779999,138.130005,136.411316,8231700
7/19/2022,131.580002,132.559998,127.720001,130.880005,129.251526,29690500
7/20/2022,130.699997,130.720001,128.059998,129.179993,127.57267,9882000
7/21/2022,128.75,128.809998,125.129997,127.150002,125.567932,11975400
7/22/2022,127.029999,128.320007,125.709999,128.25,126.654243,6467200
7/25/2022,128.440002,129.130005,127.900002,128.539993,126.940628,4702400
7/26/2022,128.259995,129.300003,127.629997,128.080002,126.486366,3645300
7/27/2022,127.970001,129.429993,127.580002,129.119995,127.513412,4175600
7/28/2022,128.75,129.809998,128.610001,129.220001,127.612175,3913700
7/29/2022,129.520004,131,129.309998,130.789993,129.162628,5786800
8/1/2022,130.75,132.699997,130.699997,132.039993,130.397079,4142100
8/2/2022,132.199997,132.779999,130.509995,131.809998,130.169952,4403600
8/3/2022,131.820007,132.860001,131.320007,132.339996,130.693359,3088500
8/4/2022,132.149994,132.289993,131.020004,131.639999,130.00206,3179800
8/5/2022,131.25,132.669998,131.070007,132.479996,130.831604,2586500
8/8/2022,133.100006,133.350006,132.020004,132.610001,130.959991,3821200
8/9/2022,129.919998,130.789993,129.119995,129.470001,129.470001,3496000
8/10/2022,130.75,131.779999,130.339996,131.5,131.5,3664000
8/11/2022,132.360001,133.229996,132,132.539993,132.539993,3501900
8/12/2022,132.619995,134.089996,131.979996,134.009995,134.009995,2766900
8/15/2022,132.960007,135.190002,132.240005,134.929993,134.929993,2791200
8/16/2022,134.600006,137.369995,134.449997,136.559998,136.559998,4313600
8/17/2022,136.460007,138.419998,136.300003,137.789993,137.789993,3667600
8/18/2022,137.789993,139.119995,137.75,139.070007,139.070007,3177700
8/19/2022,138.75,139.339996,137.660004,138.369995,138.369995,3155800
8/22/2022,137.649994,137.850006,135.470001,135.550003,135.550003,3093600
8/23/2022,135.369995,136.100006,134.720001,134.740005,134.740005,4141800
8/24/2022,134.889999,135.110001,133.110001,133.229996,133.229996,2855400
8/25/2022,133.649994,134.429993,133.070007,133.979996,133.979996,2706000
8/26/2022,134.100006,134.179993,130.339996,130.380005,130.380005,4185300
8/29/2022,129.990005,131.419998,129.570007,130.309998,130.309998,2783000
8/30/2022,130.559998,130.770004,129.289993,129.580002,129.580002,2407900
8/31/2022,129.919998,130,128.399994,128.449997,128.449997,3490400
9/1/2022,128.399994,129.820007,127.739998,129.660004,129.660004,3396200
9/2/2022,130.300003,130.559998,127.239998,127.790001,127.790001,3040600
9/6/2022,127.800003,128.059998,126.300003,126.720001,126.720001,3347100
9/7/2022,126.690002,127.870003,126.279999,127.709999,127.709999,2401500
9/8/2022,127.199997,128.539993,126.589996,128.470001,128.470001,2963200
